Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,Region,Area,LGA_ID,LGA_Name,LGA_TYPE,X,Y,Total_Enrolments,Year 7 Total,Year 8 Total,Year 9 Total,Year 10 Total,Year 11 Total,Year 12 Total,Median_VCE_Study_Score,Pct_Study_Scores_40plus,Pct_VCE_VTAC_Applications,X,Y,LGA_Name
Government,1,8849,Coburg High School,Secondary,O,101 Urquhart Street,,Coburg,VIC,3058,P O Box 162,,Coburg,VIC,3058,03 9353 1700,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.9728,-37.7407,1278,236,227,204,218,212,180,30,8.0,83,144.9728,-37.7407,Merri-bek
Government,1,8851,Wodonga Middle Years College,Pri/Sec,O,22-24 Mitchell Street,,Wodonga,VIC,3690,P O Box 1263,,Wodonga,VIC,3689,02 6057 9000,NORTH-EASTERN VICTORIA,Ovens Murray,717,Wodonga,Non Metro,146.890563,-36.130844,987,323,347,317,0,0,0,,,,146.890563,-36.130844,Wodonga
Government,1,8853,Mount Ridley P-12 College,Pri/Sec,O,2-30 Hampton Street,,Craigieburn,VIC,3064,2-30 Hampton Street,,Craigieburn,VIC,3064,03 8338 3600,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.921334,-37.578645,2168,363,368,338,435,398,265,24,1.3,71,144.921334,-37.578645,Hume
Government,1,8854,Tarneit Senior College,Secondary,O,861 Leakes Road,,Tarneit,VIC,3029,P O BOX 8499,,Tarneit,VIC,3029,03 9749 0246,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.6804061,-37.83335386,941,0,0,0,263,265,413,23,0.7,67,144.6804061,-37.83335386,Wyndham
Government,1,8855,Echuca College,Secondary,O,20 - 50 Butcher Street,,Echuca,VIC,3564,P O Box 335,,ECHUCA,VIC,3564,03 5482 1133,NORTH-WESTERN VICTORIA,Loddon Campaspe,137,Campaspe,Non Metro,144.732423,-36.132394,593,80,86,103,119,114,90,24,0.7,51,144.732423,-36.132394,Campaspe
Government,1,8856,John Monash Science School,Secondary,O,39 Innovation Walk,,Clayton,VIC,3800,P O Box 8016,,Monash University,VIC,3800,03 9905 1002,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,497,Monash,Metro,145.128686,-37.914221,659,0,0,0,197,231,231,36,22.5,99,145.128686,-37.914221,Monash
Government,1,8857,Altona College,Pri/Sec,O,103A Grieve Parade,,Altona,VIC,3018,103A Grieve Parade,,Altona,VIC,3018,03 9250 8050,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay,Metro,144.818639,-37.861911,530,140,97,86,83,73,51,26,3.9,41,144.818639,-37.861911,Hobsons Bay
Government,1,8858,Dandenong High School,Secondary,O,92-106 Princes Highway,,Dandenong,VIC,3175,P O Box 681,,DANDENONG,VIC,3175,03 9792 0561,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.209011,-37.979418,1357,175,199,231,270,279,203,25,1.7,73,145.209011,-37.979418,Greater Dandenong
Government,1,8861,Laverton P-12 College,Pri/Sec,O,91 Bladin Street,,Laverton,VIC,3028,P O Box 243,,Laverton,VIC,3028,03 9369 1833,SOUTH-WESTERN VICTORIA,Western Melbourne,311,Hobsons Bay,Metro,144.7726329,-37.85617409,405,70,54,70,71,76,64,24,3.7,84,144.7726329,-37.85617409,Hobsons Bay
Government,1,8862,Hume Central Secondary College,Secondary,O,60-78 Tanderrum Way,,Broadmeadows,VIC,3047,P O Box 159,,DALLAS,VIC,3047,03 9066 3600,NORTH-WESTERN VICTORIA,Hume Merri-bek,327,Hume,Metro,144.915355,-37.680442,1119,179,187,205,226,185,136,,,,144.915355,-37.680442,Hume
Government,1,8864,Colac Secondary College,Secondary,O,173 Queen Street,,Colac,VIC,3250,P O Box 42,,Colac,VIC,3250,03 5231 9800,SOUTH-WESTERN VICTORIA,Barwon,175,Colac-Otway,Non Metro,143.5901021,-38.35149548,486,77,101,100,79,76,53,23,0.0,33,143.5901021,-38.35149548,Colac-Otway
Government,1,8865,Nossal High School,Secondary,O,40 Sir Gustav Nossal Blvd,,Berwick,VIC,3806,P O Box 1036,,NARRE WARREN,VIC,3805,03 8762 4600,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.336563,-38.038502,826,0,0,208,207,206,203,36,27.6,100,145.336563,-38.038502,Casey
Government,1,8866,Suzanne Cory High School,Secondary,O,225 Hoppers Lane,,Werribee,VIC,3030,225 Hoppers Lane,,Werribee,VIC,3030,03 8734 2800,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.700748,-37.893852,926,0,0,208,233,242,242,34,19.0,100,144.700748,-37.893852,Wyndham
Government,1,8867,Keysborough Secondary College,Secondary,O,8-20 Janine Road,,Springvale South,VIC,3172,8-20 Janine Road,,Springvale South,VIC,3172,03 9546 4144,SOUTH-EASTERN VICTORIA,Southern Melbourne,267,Greater Dandenong,Metro,145.159839,-37.967017,2195,420,365,337,366,355,352,,,,145.159839,-37.967017,Greater Dandenong
Government,1,8868,Hallam Secondary College,Secondary,O,74-84 Frawley Road,,Hallam,VIC,3803,P O Box 5031,,Hallam,VIC,3803,03 9703 1266,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.261185,-38.000196,713,89,99,91,146,158,130,,,,145.261185,-38.000196,Casey
Government,1,8869,Gleneagles Secondary College,Secondary,O,58 Reema Boulevard,,Endeavour Hills,VIC,3802,PO Box 185,,Endeavour Hills,VIC,3802,03 9708 1319,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.276556,-37.974606,1257,184,179,181,247,218,248,29,3.2,68,145.276556,-37.974606,Casey
Government,1,8870,Fountain Gate Secondary College,Secondary,O,45 Josephine Avenue,,Narre Warren,VIC,3805,P O Box 181,,Hallam,VIC,3803,03 8762 6839,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.2953788,-38.00528163,1202,158,181,201,219,230,213,,,,145.2953788,-38.00528163,Casey
Government,1,8872,Balmoral K-12 Community College,Pri/Sec,O,1831 Harrow Balmoral Road,,Balmoral,VIC,3407,1831 Harrow Balmoral Road,,Balmoral,VIC,3407,03 5570 1247,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians,Non Metro,141.823621,-37.239578,28,5,5,3,3,9,3,,,,141.823621,-37.239578,Southern Grampians
Government,1,8873,Myrtleford P-12 College,Pri/Sec,O,Prince Street,,Myrtleford,VIC,3737,P O Box 530,,Myrtleford,VIC,3736,03 5752 1174,NORTH-EASTERN VICTORIA,Ovens Murray,11,Alpine,Non Metro,146.7261447,-36.54888702,205,40,34,47,20,40,24,24,3.2,38,146.7261447,-36.54888702,Alpine
Government,1,8874,Alkira Secondary College,Secondary,O,15 Nurture Avenue,,Cranbourne North,VIC,3977,PO Box 4314,,Narre Warren South,VIC,3805,03 5991 3500,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.308716,-38.073127,2005,346,357,329,369,333,271,29,2.8,67,145.308716,-38.073127,Casey
Government,1,8875,Somerville Secondary College,Secondary,O,37 Graf Road,,Somerville,VIC,3912,37 Graf Road,,Somerville,VIC,3912,03 5973 1000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.168595,-38.227257,606,120,135,142,110,61,38,28,0.0,63,145.168595,-38.227257,Mornington Peninsula
Government,1,8882,Boort District P-12 School,Pri/Sec,O,9 - 27 Malone Street,,Boort,VIC,3537,9 - 27 Malone Street,,Boort,VIC,3537,03 5455 2201,NORTH-WESTERN VICTORIA,Loddon Campaspe,394,Loddon,Non Metro,143.726948,-36.110217,98,12,13,18,17,17,20,30,6.2,70,143.726948,-36.110217,Loddon
Government,1,8883,Yarrawonga College P-12,Pri/Sec,O,2-24 Pinniger Street,,Yarrawonga,VIC,3730,P O Box 39,,Yarrawonga,VIC,3730,03 5744 1751,NORTH-EASTERN VICTORIA,Goulburn,490,Moira,Non Metro,146.0066682,-36.02144074,508,104,92,90,86,85,50,28,1.3,55,146.0066682,-36.02144074,Moira
Government,1,8884,Seymour College,Pri/Sec,O,29-47 Stewart Street,,Seymour,VIC,3660,P O Box 266,,Seymour,VIC,3661,03 5771 1300,NORTH-EASTERN VICTORIA,Goulburn,485,Mitchell,Non Metro,145.1411167,-37.02984234,454,71,85,61,86,80,39,25,1.7,38,145.1411167,-37.02984234,Mitchell
Government,1,8886,Merbein P-10 College,Pri/Sec,O,188-206 Commercial Street,,Merbein,VIC,3505,PO Box 438,,Merbein,VIC,3505,03 5025 2501,NORTH-WESTERN VICTORIA,Mallee,478,Mildura,Non Metro,142.0713085,-34.16936534,412,122,108,100,82,0,0,-,-,-,142.0713085,-34.16936534,Mildura
Government,1,8889,Albert Park College,Secondary,O,83 Danks Street,,Albert Park,VIC,3206,83 Danks Street,,Albert Park,VIC,3206,03 8695 9000,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.947363,-37.844792,1663,281,266,269,261,330,255,31,9.0,84,144.947363,-37.844792,Port Phillip
Government,1,8890,Charles La Trobe P-12 College,Pri/Sec,O,235 Kingsbury Drive,,Macleod West,VIC,3085,235 Kingsbury Drive,,Macleod West,VIC,3085,03 9223 1400,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.05865,-37.728966,503,43,53,85,93,91,137,-,-,18,145.05865,-37.728966,Darebin
Government,1,8891,Victoria University Secondary College,Secondary,O,43 Ken Jordan Road,,Cairnlea,VIC,3023,PO Box 83,,St Albans,VIC,3021,03 8312 0200,SOUTH-WESTERN VICTORIA,Brimbank Melton,118,Brimbank,Metro,144.794895,-37.755525,1350,285,245,233,215,190,182,,,,144.794895,-37.755525,Brimbank
Government,1,8892,Swifts Creek P-12 School,Pri/Sec,O,6840 Great Alpine Road,,Swifts Creek,VIC,3896,P O Box 180,,Swifts Creek,VIC,3896,03 5159 4366,SOUTH-EASTERN VICTORIA,Outer Gippsland,211,East Gippsland,Non Metro,147.7240342,-37.26684449,56,9,9,9,10,8,11,29,7.1,33,147.7240342,-37.26684449,East Gippsland
Government,1,8893,Glenroy College,Secondary,O,120 Glenroy Road,,Glenroy,VIC,3046,120 Glenroy Road,,Glenroy,VIC,3046,03 9304 0400,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.9249952,-37.70470214,464,89,85,74,83,73,58,,,,144.9249952,-37.70470214,Merri-bek
Government,1,8894,John Fawkner Secondary College,Secondary,O,51 Jukes Road,,Fawkner,VIC,3060,PO Box 76,,Fawkner,VIC,3060,03 9359 1166,NORTH-WESTERN VICTORIA,Hume Merri-bek,525,Merri-bek,Metro,144.9718587,-37.70271075,249,35,27,40,53,52,42,,,,144.9718587,-37.70271075,Merri-bek
Government,1,8895,William Ruthven Secondary College,Secondary,O,60 Merrilands Road,,Reservoir,VIC,3073,60 Merrilands Road,,Reservoir,VIC,3073,03 9462 2177,NORTH-WESTERN VICTORIA,North Eastern Melbourne,189,Darebin,Metro,145.002774,-37.696666,484,85,93,76,91,74,65,,,,145.002774,-37.696666,Darebin
Government,1,8896,Wollert Secondary College,Secondary,O,222 Highpark Drive,,Wollert,VIC,3750,222 Highpark Drive,,Wollert,VIC,3750,03 8407 8888,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.025238,-37.609617,366,124,155,87,0,0,0,,,,145.025238,-37.609617,Whittlesea
Government,1,8897,Mernda Central P-12 College,Pri/Sec,O,70 Breadalbane Avenue,,Mernda,VIC,3754,70 Breadalbane Ave,,Mernda,VIC,3754,03 8776 9600,NORTH-WESTERN VICTORIA,North Eastern Melbourne,707,Whittlesea,Metro,145.08833,-37.604853,1121,258,195,205,173,157,133,28,5.7,59,145.08833,-37.604853,Whittlesea
Government,1,8898,Cranbourne East Secondary College,Secondary,O,50 Stately Drive,,Cranbourne East,VIC,3977,P O Box 5436,,Cranbourne,VIC,3977,03 5990 0200,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.306027,-38.10494,2115,326,374,358,358,346,353,,,,145.306027,-38.10494,Casey
Government,1,8899,Featherbrook P-9 College,Pri/Sec,O,281 Boardwalk Boulevard,,Point Cook,VIC,3030,281 Boardwalk Boulevard,,Point Cook,VIC,3030,03 8366 7500,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.7275192,-37.90163614,273,111,109,53,0,0,0,,,,144.7275192,-37.90163614,Wyndham
Government,1,8900,Phoenix P-12 Community College,Pri/Sec,O,53 - 71 Hertford Street,,Sebastopol,VIC,3356,P O Box 49,,Sebastopol,VIC,3356,03 5329 3293,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.8335059,-37.58661037,1204,208,227,241,199,213,116,,,,143.8335059,-37.58661037,Ballarat
Government,1,8901,Northern Bay P-12 College,Pri/Sec,O,3-25 Goldsworthy Road,,Corio,VIC,3214,P O Box 126,,CORIO,VIC,3340,03 5224 9700,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.355709,-38.078406,687,117,117,122,126,124,81,24,2.2,41,144.355709,-38.078406,Greater Geelong
Government,1,8903,Surf Coast Secondary College,Secondary,O,75 White Street,,Torquay,VIC,3228,75 White Street,,Torquay,VIC,3228,03 5261 6633,SOUTH-WESTERN VICTORIA,Barwon,649,Surf Coast,Non Metro,144.3238552,-38.30419186,887,157,159,147,148,139,137,,,,144.3238552,-38.30419186,Surf Coast
Government,1,8904,Hopetoun P-12 College,Pri/Sec,O,1 Dodgshun Street,,Hopetoun,VIC,3396,P O BOX 211,,Hopetoun,VIC,3396,03 5083 3203,SOUTH-WESTERN VICTORIA,Wimmera South West,763,Yarriambiack,Non Metro,142.3660296,-35.73486974,46,7,5,8,12,5,9,27,0.0,-,142.3660296,-35.73486974,Yarriambiack
Government,1,8905,Doveton College,Pri/Sec,O,62 Tristania Street,,Doveton,VIC,3177,P O Box 105,,DOVETON,VIC,3177,03 8765 0111,SOUTH-EASTERN VICTORIA,Southern Melbourne,161,Casey,Metro,145.243173,-37.989449,203,77,75,51,0,0,0,,,,145.243173,-37.989449,Casey
Government,1,8907,Officer Secondary College,Secondary,O,1 Parker Street,,Officer,VIC,3809,P O Box 225,,Officer,VIC,3809,03 5942 4000,SOUTH-EASTERN VICTORIA,Southern Melbourne,145,Cardinia,Metro,145.410967,-38.072015,1010,190,185,174,156,130,174,28,4.2,52,145.410967,-38.072015,Cardinia
Government,1,8908,Brookside P-9 College,Pri/Sec,O,13 -16 Federation Way,,Caroline Springs,VIC,3023,13-16 Federation Way,,Caroline Springs,VIC,3023,03 7379 1555,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.737222,-37.746339,518,177,169,172,0,0,0,,,,144.737222,-37.746339,Melton
Government,1,8909,Creekside K-9 College,Pri/Sec,O,3 - 37 The Crossing,,Caroline Springs,VIC,3023,P O BOX 3300,,Caroline Springs,VIC,3023,03 8363 6400,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.738037,-37.73445,531,183,166,182,0,0,0,,,,144.738037,-37.73445,Melton
Government,1,8910,Lakeview Senior College,Secondary,O,College Street,,Caroline Springs,VIC,3023,P O Box 3461,,Caroline Springs,VIC,3023,03 9219 3100,SOUTH-WESTERN VICTORIA,Brimbank Melton,465,Melton,Metro,144.740281,-37.731016,1048,0,0,0,381,344,323,27,2.3,68,144.740281,-37.731016,Melton
Government,1,8912,Melba Secondary College,Secondary,O,20 Brentnall Road,,Croydon,VIC,3136,20 Brentnall Road,,Croydon,VIC,3136,03 9870 4551,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.262016,-37.795523,677,113,123,122,134,104,80,,,,145.262016,-37.795523,Maroondah
Government,1,8913,Boronia K-12 College,Pri/Sec,O,35-37 Albert Avenue,,Boronia,VIC,3155,P O Box 537,,Boronia,VIC,3155,03 9760 4900,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,367,Knox,Metro,145.293268,-37.8583,320,40,55,59,52,58,55,27,0.8,66,145.293268,-37.8583,Knox
Government,1,8914,Tarneit P-9 College,Pri/Sec,O,21-23 Brinbrook Street,,Tarneit,VIC,3029,P O Box 8268,,Tarneit,VIC,3029,03 9749 0506,SOUTH-WESTERN VICTORIA,Western Melbourne,726,Wyndham,Metro,144.679815,-37.837451,906,295,263,348,0,0,0,,,,144.679815,-37.837451,Wyndham
Government,1,8915,Benalla P-12 College,Pri/Sec,O,20 Faithfull Street,,Benalla,VIC,3672,P O Box 819,,Benalla,VIC,3672,03 5761 2777,NORTH-EASTERN VICTORIA,Ovens Murray,101,Benalla,Non Metro,145.963847,-36.553372,291,52,45,47,64,42,40,24,0.8,41,145.963847,-36.553372,Benalla
Government,1,8917,Centre for Higher Education Studies,Secondary,O,669 Chapel Street,,South Yarra,VIC,3141,669 Chapel Street,,South Yarra,VIC,3141,03 9063 1170,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,144.996119,-37.836149,102,0,0,0,0,23,77,,,,144.996119,-37.836149,Stonnington
Independent,2,1,Wesley College,Pri/Sec,O,577 St Kilda Road,,MELBOURNE,VIC,3004,577 St Kilda Road,,MELBOURNE,VIC,3004,03 8102 6100,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.982144,-37.84883,2223,344,373,361,385,374,386,32,8.9,99,144.982144,-37.84883,Melbourne
Independent,2,5,Korowa Anglican Girls' School,Pri/Sec,O,10 - 16 Ranfurlie Crescent,,GLEN IRIS,VIC,3146,10 - 16 Ranfurlie Crescent,,GLEN IRIS,VIC,3146,03 9811 0200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,145.054637,-37.861454,563,100,91,82,88,92,110,35,21.2,100,145.054637,-37.861454,Stonnington
Independent,2,83,Ruyton Girls' School,Pri/Sec,O,12 Selbourne Road,,KEW,VIC,3101,12 Selbourne Road,,KEW,VIC,3101,03 9819 2422,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.039181,-37.811111,515,85,94,68,86,90,92,37,30.2,100,145.039181,-37.811111,Boroondara
Independent,2,96,Caulfield Grammar School,Pri/Sec,O,217 Glen Eira Road,,ST KILDA EAST,VIC,3183,PO Box 610,,ELSTERNWICK,VIC,3185,03 9524 6300,SOUTH-EASTERN VICTORIA,Bayside Peninsula,231,Glen Eira,Metro,145.004887,-37.877377,2803,454,454,428,478,492,497,33,17.2,96,145.004887,-37.877377,Glen Eira
Independent,2,131,Highview College,Secondary,O,21 Kars Street,,MARYBOROUGH,VIC,3465,21 Kars Street,,MARYBOROUGH,VIC,3465,03 5459 1000,NORTH-WESTERN VICTORIA,Loddon Campaspe,167,Central Goldfields,Non Metro,143.736415,-37.053543,473,92,99,90,66,77,49,,,,143.736415,-37.053543,Central Goldfields
Independent,2,259,Methodist Ladies' College,Pri/Sec,O,207 Barkers Road,,KEW,VIC,3101,207 Barkers Road,,KEW,VIC,3101,03 9274 6333,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.038491,-37.813951,1710,275,265,281,287,300,302,,,,145.038491,-37.813951,Boroondara
Independent,2,278,Ballarat Clarendon College,Pri/Sec,O,1425 Sturt Street,,BALLARAT,VIC,3350,1425 Sturt Street,,BALLARAT,VIC,3350,03 5330 8200,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.8336504,-37.55964761,1146,176,177,192,195,211,195,37,34.7,93,143.8336504,-37.55964761,Ballarat
Independent,2,385,Fintona Girls' School,Pri/Sec,O,79 Balwyn Road,,BALWYN,VIC,3103,79 Balwyn Road,,BALWYN,VIC,3103,03 9830 1388,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.080326,-37.815158,347,61,60,58,59,58,51,,,,145.080326,-37.815158,Boroondara
Independent,2,391,Lauriston Girls' School,Pri/Sec,O,38 Huntingtower Road,,ARMADALE,VIC,3143,PO Box 8110,,ARMADALE,VIC,3143,03 9864 7555,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,145.025089,-37.852317,624,115,113,100,94,93,109,,,,145.025089,-37.852317,Stonnington
Independent,2,450,Geelong Grammar School,Pri/Sec,O,50 Biddlecombe Avenue,,CORIO,VIC,3214,50 Biddlecombe Avenue,,CORIO,VIC,3214,03 5273 9200,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.399071,-38.068817,1081,87,135,243,214,191,211,32,8.7,85,144.399071,-38.068817,Greater Geelong
Independent,2,457,Trinity Grammar School Kew,Pri/Sec,O,40 Charles Street,,KEW,VIC,3101,40 Charles Street,,KEW,VIC,3101,03 9854 3600,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.0355016,-37.81020316,1151,212,190,188,194,192,175,,,,145.0355016,-37.81020316,Boroondara
Independent,2,509,Melbourne Girls Grammar,Pri/Sec,O,86 Anderson Street,,SOUTH YARRA,VIC,3141,86 Anderson Street,,SOUTH YARRA,VIC,3141,03 9862 9200,SOUTH-WESTERN VICTORIA,Western Melbourne,460,Melbourne,Metro,144.984803,-37.831692,759,99,123,132,142,129,134,36,28.7,96,144.984803,-37.831692,Melbourne
Independent,2,510,The Geelong College,Pri/Sec,O,Talbot Street,,NEWTOWN,VIC,3220,PO Box 5,,NEWTOWN,VIC,3220,03 5226 3111,SOUTH-WESTERN VICTORIA,Barwon,275,Greater Geelong,Non Metro,144.3400898,-38.15241839,1065,167,181,184,180,189,164,33,14.5,88,144.3400898,-38.15241839,Greater Geelong
Independent,2,545,Bayview College,Secondary,O,119 Bentinck St,,PORTLAND,VIC,3305,PO Box 256,,PORTLAND,VIC,3305,03 5523 1042,SOUTH-WESTERN VICTORIA,Wimmera South West,241,Glenelg,Non Metro,141.605949,-38.345232,297,57,58,65,43,34,40,27,1.4,74,141.605949,-38.345232,Glenelg
Independent,2,554,Presbyterian Ladies' College,Pri/Sec,O,141 Burwood Highway,,BURWOOD,VIC,3125,141 Burwood Highway,,BURWOOD,VIC,3125,03 9808 5811,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,698,Whitehorse,Metro,145.107002,-37.848559,1016,149,142,163,169,191,202,36,25.9,99,145.107002,-37.848559,Whitehorse
Independent,2,818,St Michael's Grammar School,Pri/Sec,O,25 - 27 Chapel Street,,ST KILDA,VIC,3182,25 - 27 Chapel Street,,ST KILDA,VIC,3182,03 8530 3200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,590,Port Phillip,Metro,144.991548,-37.859549,845,134,126,148,148,144,145,33,13.1,93,144.991548,-37.859549,Port Phillip
Independent,2,879,Firbank Grammar School,Pri/Sec,O,51 Outer Crescent,,BRIGHTON,VIC,3186,51 Outer Crescent,,BRIGHTON,VIC,3186,03 9591 5188,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,144.996936,-37.906118,690,125,107,91,114,129,124,34,19.2,100,144.996936,-37.906118,Bayside
Independent,2,928,Ballarat Grammar,Pri/Sec,O,201 Forest Street,,WENDOUREE,VIC,3355,201 Forest Street,,WENDOUREE,VIC,3355,03 5338 0700,SOUTH-WESTERN VICTORIA,Central Highlands,57,Ballarat,Non Metro,143.83083,-37.539237,1343,238,209,240,219,229,208,32,11.7,81,143.83083,-37.539237,Ballarat
Independent,2,971,The Hamilton and Alexandra College,Pri/Sec,O,1 Chaucer Street,,HAMILTON,VIC,3300,PO Box 286,,HAMILTON,VIC,3300,03 5572 1355,SOUTH-WESTERN VICTORIA,Wimmera South West,626,Southern Grampians,Non Metro,142.024214,-37.737198,314,50,38,45,55,63,63,,,,142.024214,-37.737198,Southern Grampians
Independent,2,1004,Ivanhoe Grammar School,Pri/Sec,O,The Ridgeway,,IVANHOE,VIC,3079,PO Box 91,,IVANHOE,VIC,3079,03 9490 1877,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.044477,-37.772515,1995,338,346,327,335,329,320,34,17.8,95,145.044477,-37.772515,Banyule
Independent,2,1021,Scotch College,Pri/Sec,O,1 Morrison Street,,HAWTHORN,VIC,3122,1 Morrison Street,,HAWTHORN,VIC,3122,03 9810 4321,NORTH-EASTERN VICTORIA,Inner Eastern Melbourne,111,Boroondara,Metro,145.032288,-37.833922,1535,258,232,254,272,262,257,34,22.6,99,145.032288,-37.833922,Boroondara
Independent,2,1025,St Leonard's College,Pri/Sec,O,163 South Rd,,BRIGHTON EAST,VIC,3187,163 South Rd,,BRIGHTON EAST,VIC,3187,03 9909 9300,SOUTH-EASTERN VICTORIA,Bayside Peninsula,91,Bayside,Metro,145.007554,-37.928631,1173,192,192,205,198,200,186,34,15.6,96,145.007554,-37.928631,Bayside
Independent,2,1080,Tintern Grammar,Pri/Sec,O,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,90 Alexandra Road,,RINGWOOD EAST,VIC,3135,03 9845 7777,NORTH-EASTERN VICTORIA,Outer Eastern Melbourne,441,Maroondah,Metro,145.25669,-37.815515,633,137,120,94,99,89,94,34,17.3,92,145.25669,-37.815515,Maroondah
Independent,2,1086,Toorak College,Pri/Sec,O,73 Old Mornington Road,,MT ELIZA,VIC,3930,PO Box 150,,MT ELIZA,VIC,3930,03 9788 7200,SOUTH-EASTERN VICTORIA,Bayside Peninsula,534,Mornington Peninsula,Metro,145.093465,-38.172264,601,108,97,91,108,111,86,34,14.8,100,145.093465,-38.172264,Mornington Peninsula
Independent,2,1116,St Catherine's School,Pri/Sec,O,17 Heyington Place,,TOORAK,VIC,3142,17 Heyington Place,,TOORAK,VIC,3142,03 9822 1285,SOUTH-EASTERN VICTORIA,Bayside Peninsula,635,Stonnington,Metro,145.021269,-37.838296,479,67,72,78,85,91,86,36,30.8,97,145.021269,-37.838296,Stonnington
Independent,2,1117,Lowther Hall Anglican Grammar School,Pri/Sec,O,17 Leslie Road,,ESSENDON,VIC,3040,PO Box 178,,ESSENDON,VIC,3040,03 9325 5000,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.914974,-37.759908,529,98,105,93,75,76,82,,,,144.914974,-37.759908,Moonee Valley
Independent,2,1144,Penleigh & Essendon Grammar School,Pri/Sec,O,163 Rachelle Road,,KEILOR EAST,VIC,3033,PO Box 417,,NIDDRIE,VIC,3042,03 9016 2000,SOUTH-WESTERN VICTORIA,Western Melbourne,506,Moonee Valley,Metro,144.870337,-37.732154,1858,334,306,304,307,304,303,,,,144.870337,-37.732154,Moonee Valley
Independent,2,1183,Mentone Grammar School,Pri/Sec,O,63 Venice Street,,MENTONE,VIC,3194,63 Venice Street,,MENTONE,VIC,3194,03 9584 4211,SOUTH-EASTERN VICTORIA,Bayside Peninsula,343,Kingston,Metro,145.068124,-37.987688,1568,290,292,275,252,249,210,35,21.5,95,145.068124,-37.987688,Kingston
Independent,2,1187,Ivanhoe Girls' Grammar School,Pri/Sec,O,123 Marshall St,,IVANHOE,VIC,3079,123 Marshall St,,IVANHOE,VIC,3079,03 9490 6222,NORTH-WESTERN VICTORIA,North Eastern Melbourne,66,Banyule,Metro,145.046721,-37.765273,630,112,124,98,111,77,108,35,21.2,99,145.046721,-37.765273,Banyule
